Keyword,Position,Previous position,Search Volume,Keyword Difficulty,CPC,URL,Traffic,Traffic (%),Traffic Cost,Competition,Number of Results,Trends,Timestamp,SERP Features by Keyword,Keyword Intents,Position Type
luxury limousine car,25,25,90,40,2.04,https://www.primelimo.com/,0,0,0.00,0.24,59100000,"26, 34, 26, 26, 3, 26, 34, 65, 34, 65, 26, 34",2026-05-05,"Local pack, Image pack, Video, Image, People also ask, Related searches, Discussions and forums, AI overview",informational,Organic
luxury limousine rentals,84,84,50,56,1.61,https://www.primelimo.com/,0,0,0.00,0.06,4430000,"29, 5, 23, 5, 23, 23, 52, 23, 5, 82, 41, 100",2026-05-04,"Local pack, Video, Image, People also ask, Related searches",commercial,Organic
limousine service arlington tx,9,9,50,18,2.23,https://www.primelimo.com/,0,0,0.00,0.55,112,"55, 0, 77, 100, 33, 44, 55, 55, 77, 44, 55, 22",2026-05-26,"Local pack, Sitelinks, Related searches, AI overview",commercial,Organic
limousine service arlington tx,18,18,50,18,2.23,https://www.primelimo.com/,0,0,0.00,0.55,112,"55, 0, 77, 100, 33, 44, 55, 55, 77, 44, 55, 22",2026-05-26,"Local pack, Sitelinks, Related searches, AI overview",commercial,Organic
rental limos near me,58,58,70,43,1.50,https://www.primelimo.com/,0,0,0.00,0.6,147,"3, 0, 0, 0, 0, 0, 2, 3, 1, 1, 1, 1",2026-04-12,"Local pack, Image, Related searches",transactional,Organic
limos to hire,15,15,50,67,1.97,https://www.primelimo.com/,0,0,0.00,0.41,1690000,"9, 36, 100, 100, 0, 0, 36, 63, 81, 45, 63, 36",2026-04-10,"Local pack, Video, Image, Related searches",commercial,Organic
well-trained drivers wedding limo services,31,31,40,17,0.00,https://www.primelimo.com/,0,0,0.00,0,2850000,"28, 57, 71, 42, 100, 42",2026-05-20,"Local pack, Video, People also ask, Related searches, AI overview",informational,Organic
taxi companies in dallas tx,85,85,260,38,1.66,https://www.primelimo.com/,0,0,0.00,0.61,105,"54, 43, 54, 81, 100, 54, 43, 54, 35, 54, 35, 54",2026-05-27,"Local pack, Sitelinks, Video, People also ask, Related searches",commercial,Organic
wedding carriage limo,15,15,30,15,2.15,https://www.primelimo.com/,0,0,0.00,0.2,7520000,"0, 0, 100, 7, 3, 0, 7, 7, 0, 7, 7, 7",2026-04-10,"Local pack, Image pack, Image, Ads bottom, People also ask, Related searches, Discussions and forums",informational,Organic
private limo service,31,31,320,69,2.38,https://www.primelimo.com/,0,0,0.00,0.58,8500000,"54, 35, 66, 54, 66, 66, 81, 100, 81, 43, 35, 35",2026-04-23,"Local pack, Video, Image, Ads bottom, People also ask, Related searches, Discussions and forums",commercial,Organic
lamozin car,23,23,110,24,2.07,https://www.primelimo.com/,0,0,0.00,0.32,127000000,"0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 1",2026-05-11,"Local pack, Sitelinks, Video, Image, People also ask, Related searches, Things to know, AI overview","commercial, informational",Organic
dallas airport limousine service,14,14,70,37,4.91,https://www.primelimo.com/,0,0,0.00,0.23,107,"50, 50, 64, 50, 50, 50, 50, 50, 64, 35, 35, 35",2026-05-25,"Local pack, Sitelinks, People also ask, Related searches",commercial,Organic
dallas airport limousine service,20,20,70,37,4.91,https://www.primelimo.com/,0,0,0.00,0.23,107,"50, 50, 64, 50, 50, 50, 50, 50, 64, 35, 35, 35",2026-05-25,"Local pack, Sitelinks, People also ask, Related searches",commercial,Organic
party bus in dallas tx,44,44,110,29,1.72,https://www.primelimo.com/,0,0,0.00,0.81,16100000,"17, 12, 28, 5, 53, 35, 7, 100, 43, 43, 10, 10",2026-04-10,"Local pack, Sitelinks, Video, Image, Related searches, Discussions and forums",commercial,Organic
lubbock limo service,50,50,30,5,0.60,https://www.primelimo.com/,0,0,0.00,0.1,107,"64, 0, 28, 100, 0, 0, 0, 0, 35, 14, 21, 14",2026-05-21,"Local pack, Sitelinks, Related searches",commercial,Organic
luxury car transportation service,64,64,50,26,4.55,https://www.primelimo.com/,0,0,0.00,0.36,150,"2, 1, 5, 12, 2, 10, 4, 3, 3, 5, 5, 4",2026-04-21,"Local pack, Video, Image, People also ask, Related searches",commercial,Organic
limo transportation,60,60,390,71,2.78,https://www.primelimo.com/,0,0,0.00,0.55,14300000,"100, 81, 100, 81, 81, 66, 66, 66, 54, 44, 35, 35",2026-05-05,"Local pack, Video, Image, People also ask, Related searches, Discussions and forums",commercial,Organic
driven limo,66,66,170,17,1.70,https://www.primelimo.com/,0,0,0.00,0.16,113,"22, 14, 81, 22, 81, 14, 43, 29, 29, 22, 29, 29",2026-04-11,"Knowledge panel, Video, Image, People also ask, Related searches","informational, transactional",Organic
limousine market,45,45,110,12,2.69,https://www.primelimo.com/,0,0,0.00,0.36,116,"42, 52, 33, 100, 100, 66, 42, 33, 42, 23, 66, 66",2026-04-10,"Video, Image, Video Carousel, Related searches, AI overview",informational,Organic
luxury bus from dallas to austin,53,53,170,8,0.61,https://www.primelimo.com/,0,0,0.00,0.19,5010000,"66, 52, 66, 52, 66, 66, 80, 80, 66, 80, 100, 100",2026-05-11,"Video, Video Carousel, People also ask, Related searches, AI overview","informational, navigational",Organic
luxury car limousine,18,18,70,52,2.04,https://www.primelimo.com/,0,0,0.00,0.24,91400000,"50, 50, 50, 35, 28, 35, 50, 64, 50, 100, 64, 50",2026-05-14,"Local pack, Image pack, Video, Image, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
luxury car limousine,54,54,70,52,2.04,https://www.primelimo.com/,0,0,0.00,0.24,91400000,"50, 50, 50, 35, 28, 35, 50, 64, 50, 100, 64, 50",2026-05-14,"Local pack, Image pack, Video, Image, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
prime limousine,4,4,30,47,2.03,https://www.primelimo.com/,0,0,0.00,0.19,17700000,"18, 18, 100, 18, 18, 18, 18, 18, 18, 18, 18, 18",2026-04-10,"Local pack, Sitelinks, Video, Image, Related searches",navigational,Local pack
austin texas limo service,14,14,210,52,3.00,https://www.primelimo.com/,0,0,0.00,0.61,113,"7, 53, 100, 82, 43, 28, 28, 66, 66, 53, 35, 43",2026-05-27,"Local pack, Sitelinks, Video, People also ask, Related searches",commercial,Organic
austin limos and rides,62,62,70,46,0.00,https://www.primelimo.com/,0,0,0.00,0.33,3530000,"14, 21, 14, 28, 14, 21, 50, 100, 50, 78, 100, 78",2026-04-13,"Local pack, Sitelinks, Video, Image, Related searches",commercial,Organic
austin limousine transportation services,54,54,70,41,0.00,https://www.primelimo.com/,0,0,0.00,0.33,2390000,"21, 21, 14, 28, 21, 21, 64, 100, 50, 64, 100, 100",2026-04-13,"Local pack, Sitelinks, Video, Image, Related searches, AI overview",informational,Organic
car limousine,42,42,140,69,2.07,https://www.primelimo.com/,0,0,0.00,0.32,161000000,"1, 29, 54, 2, 1, 2, 4, 4, 1, 100, 2, 1",2026-04-24,"Local pack, Image pack, Video, Image, People also ask, Related searches, AI overview",commercial,Organic
car limousine,49,49,140,69,2.07,https://www.primelimo.com/,0,0,0.00,0.32,161000000,"1, 29, 54, 2, 1, 2, 4, 4, 1, 100, 2, 1",2026-04-24,"Local pack, Image pack, Video, Image, People also ask, Related searches, AI overview",commercial,Organic
dallas airport limo service,14,14,90,44,4.91,https://www.primelimo.com/,0,0,0.00,0.23,104,"64, 52, 52, 41, 41, 41, 82, 82, 64, 29, 29, 29",2026-05-15,"Local pack, Sitelinks, Related searches",commercial,Organic
dallas corporate transportation,21,21,40,12,0.00,https://www.primelimo.com/,0,0,0.00,0,125,"14, 0, 57, 57, 57, 71, 100, 100, 71, 71, 57, 57",2026-04-16,"Local pack, Video, Image, Related searches",commercial,Organic
limo service waukesha,68,68,30,9,3.12,https://www.primelimo.com/,0,0,0.00,0.64,104,"23, 33, 23, 9, 9, 9, 14, 9, 9, 9, 9, 14",2026-04-24,"Local pack, Sitelinks, Related searches",commercial,Organic
limo seats,52,52,140,0,0.00,https://www.primelimo.com/,0,0,0.00,0.14,8260000,"100, 66, 80, 100, 80, 52, 80, 66, 66, 52, 42, 52",2026-04-16,"Image pack, Sitelinks, Video, Image, Video Carousel, Popular products, Related searches","commercial, informational",Organic
car service for prom,25,25,170,14,1.29,https://www.primelimo.com/,0,0,0.00,0.91,161,"12, 17, 43, 100, 66, 12, 53, 53, 35, 28, 23, 28",2026-05-21,"Local pack, Sitelinks, Video, People also ask, Related searches",commercial,Organic
irving limousine,39,39,50,3,0.00,https://www.primelimo.com/,0,0,0.00,0.51,1270000,"7, 15, 26, 100, 7, 7, 7, 7, 7, 7, 3, 7",2026-04-28,"Local pack, Image, Related searches",commercial,Organic
irving limousine,62,62,50,3,0.00,https://www.primelimo.com/,0,0,0.00,0.51,1270000,"7, 15, 26, 100, 7, 7, 7, 7, 7, 7, 3, 7",2026-04-28,"Local pack, Image, Related searches",commercial,Organic
truck limos for rent,54,54,50,64,1.44,https://www.primelimo.com/,0,0,0.00,0.39,1710000,"41, 41, 0, 29, 41, 23, 100, 41, 29, 23, 29, 23",2026-04-11,"Local pack, Video, Image, Related searches",commercial,Organic
mexican limo,47,47,30,9,0.95,https://www.primelimo.com/,0,0,0.00,0.07,141,"45, 18, 18, 18, 18, 100, 18, 18, 18, 18, 18, 18",2026-05-22,"Knowledge panel, Image pack, Video, People also ask, Related searches",informational,Organic
limosinas cerca de mi,27,27,90,63,1.63,https://www.primelimo.com/,0,0,0.00,0.36,48000,"14, 50, 100, 64, 35, 35, 64, 50, 78, 50, 50, 100",2026-04-21,"Local pack, Image pack, Video, Image, People also ask, Related searches",commercial,Organic
limosean,73,73,110,70,2.16,https://www.primelimo.com/,0,0,0.00,0.28,97500000,"100, 0, 0, 0, 0, 0, 2, 2, 2, 66, 81, 2",2026-04-17,"Knowledge panel, Local pack, Video, Image, Related searches, Things to know",commercial,Organic
best limousine,79,79,170,50,2.38,https://www.primelimo.com/,0,0,0.00,0.28,129000000,"43, 43, 66, 43, 43, 35, 35, 35, 43, 23, 28, 28",2026-04-23,"Local pack, Video, Image, Video Carousel, People also ask, Related searches, AI overview",commercial,Organic
limousine service in fort worth,12,12,70,48,2.43,https://www.primelimo.com/,0,0,0.00,0.62,126,"63, 63, 81, 100, 45, 81, 63, 36, 63, 27, 18, 9",2026-05-24,"Local pack, Sitelinks, Related searches",commercial,Organic
limousine photos,34,34,170,26,1.45,https://www.primelimo.com/,0,0,0.00,0.29,59000000,"2, 0, 15, 15, 1, 54, 15, 19, 29, 81, 9, 12",2026-04-28,"Image pack, Video, Image, Related searches",informational,Organic
limosuine car,19,19,50,37,2.07,https://www.primelimo.com/,0,0,0.00,0.32,114000000,"0, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0",2026-05-06,"Sitelinks, Video, Image, Video Carousel, People also ask, Related searches, Things to know, AI overview",informational,Organic
dallas party bus,31,31,480,29,1.72,https://www.primelimo.com/,0,0,0.00,0.81,48200000,"37, 37, 25, 31, 13, 11, 16, 20, 20, 20, 20, 20",2026-04-13,"Local pack, Video, Image, Related searches, Discussions and forums",commercial,Organic
limo service in terrell hills tx,67,67,50,0,0.00,https://www.primelimo.com/,0,0,0.00,0,27600,"55, 55, 100, 33",2026-05-19,"Knowledge panel, Video, People also ask, AI overview",informational,Organic
pickup truck limousine,11,11,110,30,1.94,https://www.primelimo.com/,0,0,0.00,0.11,197,"64, 82, 82, 82, 64, 52, 52, 82, 52, 64, 64, 64",2026-05-22,"Knowledge panel, Sitelinks, Video, People also ask, Related searches","informational, transactional",Organic
taxi service dallas,74,74,260,30,1.66,https://www.primelimo.com/,0,0,0.00,0.61,17300000,"81, 54, 81, 29, 54, 81, 66, 81, 43, 54, 43, 43",2026-04-06,"Local pack, Sitelinks, Video, People also ask, Related searches",commercial,Organic
limo service dfw airport,14,14,30,41,4.91,https://www.primelimo.com/,0,0,0.00,0.23,107,"33, 55, 44, 44, 33, 33, 55, 33, 44, 22, 22, 22",2026-05-15,"Knowledge panel, Sitelinks, Video, Related searches",commercial,Organic
limos for rent in austin tx,37,37,140,53,2.08,https://www.primelimo.com/,0,0,0.00,0.76,133,"29, 54, 22, 100, 43, 35, 29, 4, 0, 6, 14, 6",2026-05-22,"Local pack, Video, Related searches",commercial,Organic
little rock limo,73,73,90,18,0.53,https://www.primelimo.com/,0,0,0.00,0.07,104,"52, 52, 52, 66, 42, 23, 33, 23, 33, 33, 23, 33",2026-04-22,"Local pack, Sitelinks, Video, Image, Related searches",commercial,Organic
cab companies in dallas texas,63,63,170,23,1.66,https://www.primelimo.com/,0,0,0.00,0.61,7360000,"4, 4, 4, 4, 0, 0, 29, 29, 54, 100, 81, 100",2026-05-04,"Local pack, Sitelinks, Video, People also ask, Related searches, Discussions and forums",commercial,Organic
cab companies in dallas texas,87,87,170,23,1.66,https://www.primelimo.com/,0,0,0.00,0.61,7360000,"4, 4, 4, 4, 0, 0, 29, 29, 54, 100, 81, 100",2026-05-04,"Local pack, Sitelinks, Video, People also ask, Related searches, Discussions and forums",commercial,Organic
dallas cadi,46,46,110,21,1.17,https://www.primelimo.com/,0,0,0.00,1,12900000,"52, 64, 29, 52, 82, 82, 52, 41, 64, 82, 100, 82",2026-04-10,"Video, Image, AI overview",informational,Organic
charger limousine,60,60,140,3,2.42,https://www.primelimo.com/,0,0,0.00,0.22,169,"22, 18, 35, 35, 54, 29, 22, 35, 22, 29, 29, 22",2026-05-22,"Image pack, Video, Image, Video Carousel, People also ask, Related searches",informational,Organic
limo hire near me,93,93,90,28,2.44,https://www.primelimo.com/,0,0,0.00,0.11,3180000,"15, 9, 12, 12, 15, 19, 12, 15, 6, 5, 5, 15",2026-05-10,"Local pack, Image, Ads top, People also ask, Related searches",transactional,Organic
lemu limo,57,57,40,47,0.00,https://www.primelimo.com/,0,0,0.00,0,30800,"0, 0, 0, 0, 0, 0, 52, 52, 100, 9, 9, 0",2026-05-19,"Video, Video Carousel, People also ask, Related searches",informational,Organic
car service from dfw airport,48,48,90,19,5.77,https://www.primelimo.com/,0,0,0.00,1,118,"100, 21, 21, 28, 21, 21, 28, 28, 12, 15, 15, 9",2026-05-12,"Local pack, Sitelinks, Video, Image, Related searches",commercial,Organic
special occasions limousine,25,25,30,12,1.32,https://www.primelimo.com/,0,0,0.00,0.14,131,"27, 0, 100, 9, 18, 0, 27, 27, 18, 9, 81, 9",2026-05-17,"Local pack, Sitelinks, Video, People also ask, Related searches",navigational,Organic
rent a limo,74,74,2400,62,1.40,https://www.primelimo.com/,0,0,0.00,0.56,10500000,"16, 24, 8, 10, 8, 19, 16, 3, 7, 4, 19, 19",2026-05-28,"Local pack, Video, People also ask, Related searches",commercial,Organic
limo chauffeur,40,40,260,60,2.13,https://www.primelimo.com/,0,0,0.00,0.11,3600000,"28, 100, 66, 82, 66, 53, 66, 82, 100, 53, 43, 82",2026-05-10,"Local pack, Sitelinks, Video, Image, People also ask, Related searches, Discussions and forums",commercial,Organic
dallas limo and black car service,24,24,70,28,3.35,https://www.primelimo.com/,0,0,0.00,0.77,138,"42, 23, 52, 42, 42, 23, 23, 33, 42, 23, 23, 9",2026-05-02,"Local pack, Sitelinks, Video, Related searches",commercial,Organic
luxury limo cars,21,21,70,54,2.04,https://www.primelimo.com/,0,0,0.00,0.24,12700000,"0, 64, 64, 52, 64, 29, 41, 64, 17, 52, 29, 11",2026-04-20,"Local pack, Video, Image, Video Carousel, Related searches, AI overview",commercial,Organic
best limos,28,28,70,41,2.38,https://www.primelimo.com/,0,0,0.00,0.28,6110000,"41, 23, 29, 17, 29, 41, 64, 64, 64, 41, 23, 29",2026-04-30,"Local pack, Video, Image, Video Carousel, People also ask, Related searches, Discussions and forums",commercial,Organic
limousine service in arlington tx,10,10,40,12,1.95,https://www.primelimo.com/,0,0,0.00,0.67,125,"55, 11, 33, 22, 33, 44, 55, 33, 100, 55, 44, 22",2026-05-26,"Local pack, Sitelinks, Related searches, AI overview","commercial, informational",Organic
limousine service little rock ar,47,47,90,14,0.59,https://www.primelimo.com/,0,0,0.00,0.18,105,"34, 42, 15, 34, 26, 26, 19, 26, 42, 53, 42, 34",2026-05-24,"Local pack, Sitelinks, Related searches",commercial,Organic
limousine service little rock ar,52,52,90,14,0.59,https://www.primelimo.com/,0,0,0.00,0.18,105,"34, 42, 15, 34, 26, 26, 19, 26, 42, 53, 42, 34",2026-05-24,"Local pack, Sitelinks, Related searches",commercial,Organic
limo rental el paso,51,51,50,24,0.54,https://www.primelimo.com/,0,0,0.00,0.19,107,"28, 21, 15, 21, 21, 21, 15, 21, 21, 15, 12, 12",2026-05-21,"Local pack, Sitelinks, People also ask",commercial,Organic
transportation services in dallas tx,9,9,30,44,4.06,https://www.primelimo.com/,0,0,0.00,0.73,123,"60, 60, 40, 60, 40, 60, 60, 80, 80, 60, 40, 40",2026-05-20,"Local pack, Sitelinks, Video, People also ask, Related searches",commercial,Organic
transportation limo,16,16,30,53,2.69,https://www.primelimo.com/,0,0,0.00,0.39,74500000,"18, 100, 18, 18, 18, 18, 36, 36, 9, 18, 18, 18",2026-04-09,"Local pack, Video, Image, Related searches",commercial,Organic
car limo rental,15,15,110,52,1.65,https://www.primelimo.com/,0,0,0.00,0.61,160,"28, 28, 17, 35, 100, 23, 17, 35, 28, 23, 23, 17",2026-04-11,"Local pack, Video, Image, Related searches",commercial,Organic
formal limo hire,15,15,50,28,0.00,https://www.primelimo.com/,0,0,0.00,0,925000,"29, 64, 52, 100, 29, 11, 5, 5, 11, 11, 0, 0",2026-04-16,"Knowledge panel, Video, Image, Related searches, AI overview",informational,Organic
limousine service lubbock tx,45,42,50,5,0.49,https://www.primelimo.com/,0,0,0.00,0.08,106,"28, 7, 28, 50, 35, 21, 21, 64, 14, 64, 50, 50",2026-05-30,"Local pack, Sitelinks, People also ask, Related searches",commercial,Organic
limo rental company,29,29,480,69,2.10,https://www.primelimo.com/,0,0,0.00,0.01,4550000,"10, 8, 16, 16, 30, 16, 45, 55, 100, 100, 6, 10",2026-04-10,"Local pack, Sitelinks, Video, Image, Related searches",commercial,Organic
limo rental company,92,92,480,69,2.10,https://www.primelimo.com/,0,0,0.00,0.01,4550000,"10, 8, 16, 16, 30, 16, 45, 55, 100, 100, 6, 10",2026-04-10,"Local pack, Sitelinks, Video, Image, Related searches",commercial,Organic
limo mobil,59,59,30,,1.70,https://www.primelimo.com/,0,0,0.00,0.28,3170000,"28, 14, 100, 14, 14, 14, 14, 14, 14, 14, 14, 0",2026-05-01,"Image pack, Sitelinks, Video, People also ask, Related searches, AI overview",informational,Organic
small limousine car,20,20,40,40,2.12,https://www.primelimo.com/,0,0,0.00,0.47,208,"22, 22, 22, 22, 22, 22, 55, 55, 55, 44, 55, 55",2026-05-20,"Image pack, Sitelinks, Video, Image, Video Carousel, People also ask, Related searches","commercial, informational",Organic
ford limo truck,59,59,90,2,0.00,https://www.primelimo.com/,0,0,0.00,0.35,4640000,"41, 41, 64, 82, 64, 41, 64, 52, 41, 64, 52, 41",2026-05-03,"Image pack, Sitelinks, Video, Image, Video Carousel, People also ask, Related searches, Discussions and forums","informational, transactional",Organic
limo jeep,28,28,140,1,2.05,https://www.primelimo.com/,0,0,0.00,0.1,210,"5, 55, 3, 16, 16, 1, 5, 5, 8, 13, 3, 3",2026-05-26,"Image pack, Video, Image, People also ask, Related searches",informational,Organic
limo jeep,32,32,140,1,2.05,https://www.primelimo.com/,0,0,0.00,0.1,210,"5, 55, 3, 16, 16, 1, 5, 5, 8, 13, 3, 3",2026-05-26,"Image pack, Video, Image, People also ask, Related searches",informational,Organic
all class limo,70,70,30,25,1.94,https://www.primelimo.com/,0,0,0.00,0.04,18000000,"14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 100",2026-05-01,"Local pack, Sitelinks, Video, Image, People also ask, Related searches",navigational,Organic
limousine service paradise palms,27,27,40,14,0.00,https://www.primelimo.com/,0,0,0.00,0,103,"5, 0, 11, 23, 100, 64, 29, 0, 0, 0, 0",2026-04-13,"Knowledge panel, Video, People also ask, Related searches","informational, transactional",Organic
limos service austin,13,13,50,51,0.00,https://www.primelimo.com/,0,0,0.00,0,7260000,"0, 0, 0, 100, 100, 63",2026-05-02,"Local pack, Sitelinks, Image, Related searches",commercial,Organic
